Index,UniProt accession,UniProt name,Status,Protein name,Gene symbol,Species,Identification number
17420,A8MSP2,A8MSP2_HUMAN,unreviewed,"RAB37, member RAS oncogene family, isoform CRA_e (Ras-related protein Rab-37) (cDNA FLJ45130 fis, clone BRAWH3037428, highly similar to Homo sapiens RAB37, member RAS oncogene family (RAB37), transcript variant 3, mRNA)","RAB37 hCG_1986458","Homo sapiens (Human)",1
17267,Q6FI54,Q6FI54_HUMAN,unreviewed,"RAB5B protein",RAB5B,"Homo sapiens (Human)",1
17622,Q5T7V8,GORAB_HUMAN,reviewed,"RAB6-interacting golgin (N-terminal kinase-like-binding protein 1) (NTKL-BP1) (NTKL-binding protein 1) (hNTKL-BP1) (SCY1-like 1-binding protein 1) (SCYL1-BP1) (SCYL1-binding protein 1)","GORAB NTKLBP1 SCYL1BP1","Homo sapiens (Human)",1
16693,Q6AZ91,Q6AZ91_HUMAN,unreviewed,"RAB6B protein",RAB6B,"Homo sapiens (Human)",1
20929,H7C204,H7C204_HUMAN,unreviewed,"Rabenosyn-5 (Fragment)",RBSN,"Homo sapiens (Human)",1
19329,Q9Y2J0,RP3A_HUMAN,reviewed,"Rabphilin-3A (Exophilin-1)","RPH3A KIAA0985","Homo sapiens (Human)",1
23960,H0YIK5,H0YIK5_HUMAN,unreviewed,"Rac GTPase-activating protein 1 (Fragment)",RACGAP1,"Homo sapiens (Human)",1
23065,G3V4I6,G3V4I6_HUMAN,unreviewed,"RAC-alpha serine/threonine-protein kinase (Fragment)",AKT1,"Homo sapiens (Human)",1
17096,Q96B01,R51A1_HUMAN,reviewed,"RAD51-associated protein 1 (RAD51-interacting protein)","RAD51AP1 PIR51","Homo sapiens (Human)",1
24411,Q8NG50,RDM1_HUMAN,reviewed,"RAD52 motif-containing protein 1 (RAD52 homolog B)","RDM1 RAD52B","Homo sapiens (Human)",1
20278,Q9UHP6,RSP14_HUMAN,reviewed,"Radial spoke head 14 homolog (Rhabdoid tumor deletion region protein 1)","RSPH14 RTDR1","Homo sapiens (Human)",1
19723,Q86UC2,RSPH3_HUMAN,reviewed,"Radial spoke head protein 3 homolog (A-kinase anchor protein RSPH3) (Radial spoke head-like protein 2)","RSPH3 RSHL2 RSP3","Homo sapiens (Human)",1
19119,Q9H0K4,RSH6A_HUMAN,reviewed,"Radial spoke head protein 6 homolog A (Radial spoke head-like protein 1)","RSPH6A RSHL1","Homo sapiens (Human)",1
24297,E9PKN5,E9PKN5_HUMAN,unreviewed,Radixin,RDX,"Homo sapiens (Human)",1
24545,E9PRS5,E9PRS5_HUMAN,unreviewed,Radixin,RDX,"Homo sapiens (Human)",1
18783,Q7Z7P2,RFTN1_HUMAN,reviewed,"Raftlin (Cell migration-inducing gene 2 protein) (Raft-linking protein)","RFTN1 KIAA0084 MIG2","Homo sapiens (Human)",1
20965,H7BZ31,H7BZ31_HUMAN,unreviewed,"Raftlin-2 (Fragment)",RFTN2,"Homo sapiens (Human)",1
21547,A0A0J9YW54,A0A0J9YW54_HUMAN,unreviewed,"Ral GTPase-activating protein subunit beta (Fragment)",RALGAPB,"Homo sapiens (Human)",1
21359,Q12967,GNDS_HUMAN,reviewed,"Ral guanine nucleotide dissociation stimulator (RalGDS) (Ral guanine nucleotide exchange factor) (RalGEF)","RALGDS KIAA1308 RGF","Homo sapiens (Human)",1
22697,Q9NZL6,RGL1_HUMAN,reviewed,"Ral guanine nucleotide dissociation stimulator-like 1 (RalGDS-like 1)","RGL1 KIAA0959 RGL","Homo sapiens (Human)",1
17819,B7ZL22,RGL3_HUMAN,reviewed,"Ral guanine nucleotide dissociation stimulator-like 3 (RalGDS-like 3)",RGL3,"Homo sapiens (Human)",1
19326,Q3MIN7,RGL3_HUMAN,reviewed,"Ral guanine nucleotide dissociation stimulator-like 3 (RalGDS-like 3)",RGL3,"Homo sapiens (Human)",1
23319,E9PMG1,E9PMG1_HUMAN,unreviewed,"RalBP1-associated Eps domain-containing protein 1",REPS1,"Homo sapiens (Human)",1
21934,H0YDT0,H0YDT0_HUMAN,unreviewed,"RalBP1-associated Eps domain-containing protein 1 (Fragment)",REPS1,"Homo sapiens (Human)",1
24636,B0QYT4,B0QYT4_HUMAN,unreviewed,"Ran GTPase-activating protein 1 (Fragment)",RANGAP1,"Homo sapiens (Human)",1
21583,A0A0D9SEU5,A0A0D9SEU5_HUMAN,unreviewed,"Ran-binding protein 10",RANBP10,"Homo sapiens (Human)",1
19633,Q9H2T7,RBP17_HUMAN,reviewed,"Ran-binding protein 17",RANBP17,"Homo sapiens (Human)",1
21542,B7Z7F3,B7Z7F3_HUMAN,unreviewed,"Ran-binding protein 3 (cDNA FLJ58549, highly similar to Ran-binding protein 3)",RANBP3,"Homo sapiens (Human)",1
23887,F8VYC4,F8VYC4_HUMAN,unreviewed,"RANBP2-like and GRIP domain-containing protein 1",RGPD1,"Homo sapiens (Human)",1
23910,J3KNE0,J3KNE0_HUMAN,unreviewed,"RanBP2-like and GRIP domain-containing protein 3",RGPD3,"Homo sapiens (Human)",1
24034,H7BZ48,H7BZ48_HUMAN,unreviewed,"RANBP2-like and GRIP domain-containing protein 5/6 (Fragment)",RGPD6,"Homo sapiens (Human)",1
23889,F8W705,F8W705_HUMAN,unreviewed,"RANBP2-like and GRIP domain-containing protein 8",RGPD8,"Homo sapiens (Human)",1
23912,J3KQ37,J3KQ37_HUMAN,unreviewed,"RANBP2-like and GRIP domain-containing protein 8",RGPD8,"Homo sapiens (Human)",1
20433,A3KN82,RPGF6_HUMAN,reviewed,"Rap guanine nucleotide exchange factor 6 (PDZ domain-containing guanine nucleotide exchange factor 2) (PDZ-GEF2) (RA-GEF-2)","RAPGEF6 PDZGEF2","Homo sapiens (Human)",1
19325,Q9UHV5,RPGFL_HUMAN,reviewed,"Rap guanine nucleotide exchange factor-like 1 (Link guanine nucleotide exchange factor II) (Link GEFII)",RAPGEFL1,"Homo sapiens (Human)",1
20432,G5E9P9,GDS1_HUMAN,reviewed,"Rap1 GTPase-GDP dissociation stimulator 1 (Exchange factor smgGDS) (SMG GDS protein) (SMG P21 stimulatory GDP/GTP exchange protein)",RAP1GDS1,"Homo sapiens (Human)",1
19906,Q3HKR1,Q3HKR1_HUMAN,unreviewed,"RAP1 short isoform (Rab5 GDP/GTP exchange factor)",RABGEF1,"Homo sapiens (Human)",1
21018,J3KPC5,J3KPC5_HUMAN,unreviewed,"RAP1, GTPase activating protein 1, isoform CRA_e (Rap1 GTPase-activating protein 1)","RAP1GAP RAP1GA1 hCG_37586","Homo sapiens (Human)",1
21152,H0YJ83,H0YJ83_HUMAN,unreviewed,"Ras and Rab interactor 3 (Fragment)",RIN3,"Homo sapiens (Human)",1
19741,Q8TB24,RIN3_HUMAN,reviewed,"Ras and Rab interactor 3 (Ras interaction/interference protein 3)",RIN3,"Homo sapiens (Human)",1
20266,Q9H2L5,RASF4_HUMAN,reviewed,"Ras association domain-containing protein 4","RASSF4 AD037","Homo sapiens (Human)",1
19468,Q8NHQ8,RASF8_HUMAN,reviewed,"Ras association domain-containing protein 8 (Carcinoma-associated protein HOJ-1)","RASSF8 C12orf2","Homo sapiens (Human)",1
20045,E9PGC0,E9PGC0_HUMAN,unreviewed,"Ras GTPase-activating protein 1",RASA1,"Homo sapiens (Human)",1
24707,E5RIF8,E5RIF8_HUMAN,unreviewed,"Ras GTPase-activating protein-binding protein 1 (Fragment)",G3BP1,"Homo sapiens (Human)",1
18892,O60606,G3BP2_HUMAN,reviewed,"Ras GTPase-activating protein-binding protein 2 (G3BP-2) (GAP SH3 domain-binding protein 2)","G3BP2 KIAA0660","Homo sapiens (Human)",1
23171,A0A0J9YXZ5,A0A0J9YXZ5_HUMAN,unreviewed,"Ras GTPase-activating-like protein IQGAP1",IQGAP1,"Homo sapiens (Human)",1
24310,H0YLE8,H0YLE8_HUMAN,unreviewed,"Ras GTPase-activating-like protein IQGAP1",IQGAP1,"Homo sapiens (Human)",1
24846,H0YKA5,H0YKA5_HUMAN,unreviewed,"Ras GTPase-activating-like protein IQGAP1 (Fragment)",IQGAP1,"Homo sapiens (Human)",1
24275,C9IYA5,C9IYA5_HUMAN,unreviewed,"Ras guanyl-releasing protein 3 (Fragment)",RASGRP3,"Homo sapiens (Human)",1
19117,Q8N9B8,RGF1A_HUMAN,reviewed,"Ras-GEF domain-containing family member 1A",RASGEF1A,"Homo sapiens (Human)",1
21829,Q0VAM2,RGF1B_HUMAN,reviewed,"Ras-GEF domain-containing family member 1B (GPI gamma-4)","RASGEF1B GPIG4","Homo sapiens (Human)",1
18349,Q5U651,RAIN_HUMAN,reviewed,"Ras-interacting protein 1 (Rain)",RASIP1,"Homo sapiens (Human)",1
18661,Q96A58,RERG_HUMAN,reviewed,"Ras-related and estrogen-regulated growth inhibitor",RERG,"Homo sapiens (Human)",1
23249,B1AH78,B1AH78_HUMAN,unreviewed,"Ras-related C3 botulinum toxin substrate 2 (Fragment)",RAC2,"Homo sapiens (Human)",1
18915,A8K042,RRAGB_HUMAN,reviewed,"Ras-related GTP-binding protein B (Rag B) (RagB)",RRAGB,"Homo sapiens (Human)",1
20436,B7Z6C4,RRAS2_HUMAN,reviewed,"Ras-related protein R-Ras2 (Ras-like protein TC21) (Teratocarcinoma oncogene)","RRAS2 TC21","Homo sapiens (Human)",1
17399,Q6FI42,RB11B_HUMAN,reviewed,"Ras-related protein Rab-11B (GTP-binding protein YPT3)","RAB11B YPT3","Homo sapiens (Human)",1
16814,G5EMR7,RAB15_HUMAN,reviewed,"Ras-related protein Rab-15",RAB15,"Homo sapiens (Human)",1
19836,G3V196,G3V196_HUMAN,unreviewed,"Ras-related protein Rab-15",RAB15,"Homo sapiens (Human)",1
16842,Q6PJZ0,RAB17_HUMAN,reviewed,"Ras-related protein Rab-17",RAB17,"Homo sapiens (Human)",1
22139,A0A087X163,A0A087X163_HUMAN,unreviewed,"Ras-related protein Rab-18",RAB18,"Homo sapiens (Human)",1
23051,Q5W0J0,Q5W0J0_HUMAN,unreviewed,"Ras-related protein Rab-18",RAB18,"Homo sapiens (Human)",1
19869,F8W8H5,F8W8H5_HUMAN,unreviewed,"Ras-related protein Rab-24",RAB24,"Homo sapiens (Human)",1
21904,H3BUD9,H3BUD9_HUMAN,unreviewed,"Ras-related protein Rab-27A (Fragment)",RAB27A,"Homo sapiens (Human)",1
17560,Q6MZH2,RAB30_HUMAN,reviewed,"Ras-related protein Rab-30",RAB30,"Homo sapiens (Human)",1
20846,J3QR51,J3QR51_HUMAN,unreviewed,"Ras-related protein Rab-31",RAB31,"Homo sapiens (Human)",1
22075,C9JBG0,C9JBG0_HUMAN,unreviewed,"Ras-related protein Rab-34, isoform NARR (Fragment)",RAB34,"Homo sapiens (Human)",1
24390,F5H7F8,F5H7F8_HUMAN,unreviewed,"Ras-related protein Rab-35",RAB35,"Homo sapiens (Human)",1
22493,O95755,RAB36_HUMAN,reviewed,"Ras-related protein Rab-36",RAB36,"Homo sapiens (Human)",1
21825,Q5JT25,RAB41_HUMAN,reviewed,"Ras-related protein Rab-41",RAB41,"Homo sapiens (Human)",1
22464,Q7Z6P3,RAB44_HUMAN,reviewed,"Ras-related protein Rab-44",RAB44,"Homo sapiens (Human)",1
24783,F8WCY6,F8WCY6_HUMAN,unreviewed,"Ras-related protein Rab-5A",RAB5A,"Homo sapiens (Human)",1
24300,F8VSF8,F8VSF8_HUMAN,unreviewed,"Ras-related protein Rab-5C (Fragment)",RAB5C,"Homo sapiens (Human)",1
24431,F5H3K7,F5H3K7_HUMAN,unreviewed,"Ras-related protein Rab-6A (Fragment)",RAB6A,"Homo sapiens (Human)",1
23633,J3KR73,J3KR73_HUMAN,unreviewed,"Ras-related protein Rab-6B (Fragment)",RAB6B,"Homo sapiens (Human)",1
25084,C9JB90,C9JB90_HUMAN,unreviewed,"Ras-related protein Rab-6B (Fragment)",RAB6B,"Homo sapiens (Human)",1
23017,C9J6B1,C9J6B1_HUMAN,unreviewed,"Ras-related protein Ral-B (Fragment)",RALB,"Homo sapiens (Human)",1
19813,A0A075B6Q0,A0A075B6Q0_HUMAN,unreviewed,"Ras-related protein Rap-1A (Fragment)",RAP1A,"Homo sapiens (Human)",1
24387,F5GYB5,F5GYB5_HUMAN,unreviewed,"Ras-related protein Rap-1b",RAP1B,"Homo sapiens (Human)",1
17516,F5H004,F5H004_HUMAN,unreviewed,"Ras-related protein Rap-1b (Fragment)",RAP1B,"Homo sapiens (Human)",1
19815,F5GX62,F5GX62_HUMAN,unreviewed,"Ras-related protein Rap-1b (Fragment)",RAP1B,"Homo sapiens (Human)",1
24429,F5GZG1,F5GZG1_HUMAN,unreviewed,"Ras-related protein Rap-1b (Fragment)",RAP1B,"Homo sapiens (Human)",1
18307,B4DQI8,RAP1B_HUMAN,reviewed,"Ras-related protein Rap-1b (GTP-binding protein smg p21B)","RAP1B OK/SW-cl.11","Homo sapiens (Human)",1
18800,Q9BTS0,RAP2C_HUMAN,reviewed,"Ras-related protein Rap-2c",RAP2C,"Homo sapiens (Human)",1
19652,Q13972,RGRF1_HUMAN,reviewed,"Ras-specific guanine nucleotide-releasing factor 1 (Ras-GRF1) (Guanine nucleotide-releasing protein) (GNRP) (Ras-specific nucleotide exchange factor CDC25)","RASGRF1 CDC25 GNRP GRF1","Homo sapiens (Human)",1
21315,Q86X27,RGPS2_HUMAN,reviewed,"Ras-specific guanine nucleotide-releasing factor RalGPS2 (Ral GEF with PH domain and SH3-binding motif 2) (RalA exchange factor RalGPS2)",RALGPS2,"Homo sapiens (Human)",1
19209,O95199,RCBT2_HUMAN,reviewed,"RCC1 and BTB domain-containing protein 2 (Chromosome condensation 1-like) (CHC1-L) (RCC1-like G exchanging factor) (Regulator of chromosome condensation and BTB domain-containing protein 2)","RCBTB2 CHC1L RLG","Homo sapiens (Human)",1
24789,G3V2I3,G3V2I3_HUMAN,unreviewed,"RCC1 domain-containing protein 1",RCCD1,"Homo sapiens (Human)",1
20656,F5GX55,RCC1L_HUMAN,reviewed,"RCC1-like G exchanging factor-like protein (RCC1 like) (Williams-Beuren syndrome chromosomal region 16 protein)","RCC1L WBSCR16","Homo sapiens (Human)",1
17238,Q2VIK8,Q2VIK8_HUMAN,unreviewed,"RcNSEP1 (Fragment)",0,"Homo sapiens (Human)",1
18405,Q13127,REST_HUMAN,reviewed,"RE1-silencing transcription factor (Neural-restrictive silencer factor) (X2 box repressor)","REST NRSF XBR","Homo sapiens (Human)",1
16745,Q59GL0,Q59GL0_HUMAN,unreviewed,"Rearranged L-myc fusion sequence variant (Fragment)",0,"Homo sapiens (Human)",1
18280,O60895,RAMP2_HUMAN,reviewed,"Receptor activity-modifying protein 2 (Calcitonin-receptor-like receptor activity-modifying protein 2) (CRLR activity-modifying protein 2)",RAMP2,"Homo sapiens (Human)",1
22910,B2R6C4,B2R6C4_HUMAN,unreviewed,"Receptor expression-enhancing protein",0,"Homo sapiens (Human)",1
20809,H0Y8J8,H0Y8J8_HUMAN,unreviewed,"Receptor expression-enhancing protein (Fragment)",REEP5,"Homo sapiens (Human)",1
21732,A8MXN1,A8MXN1_HUMAN,unreviewed,"Receptor expression-enhancing protein (Fragment)",REEP6,"Homo sapiens (Human)",1
18576,Q6NUK4,REEP3_HUMAN,reviewed,"Receptor expression-enhancing protein 3","REEP3 C10orf74","Homo sapiens (Human)",1
17384,E9PD14,E9PD14_HUMAN,unreviewed,"Receptor of-activated protein C kinase 1",RACK1,"Homo sapiens (Human)",1
24694,D6RDI0,D6RDI0_HUMAN,unreviewed,"Receptor of-activated protein C kinase 1",RACK1,"Homo sapiens (Human)",1
24699,D6RGK8,D6RGK8_HUMAN,unreviewed,"Receptor of-activated protein C kinase 1",RACK1,"Homo sapiens (Human)",1
24691,D6R9Z1,D6R9Z1_HUMAN,unreviewed,"Receptor of-activated protein C kinase 1 (Fragment)",RACK1,"Homo sapiens (Human)",1
24692,D6RBD0,D6RBD0_HUMAN,unreviewed,"Receptor of-activated protein C kinase 1 (Fragment)",RACK1,"Homo sapiens (Human)",1
22097,B4DY26,B4DY26_HUMAN,unreviewed,"Receptor protein serine/threonine kinase (EC 2.7.11.30)",TGFBR1,"Homo sapiens (Human)",1
18920,Q53SF4,Q53SF4_HUMAN,unreviewed,"Receptor protein serine/threonine kinase (EC 2.7.11.30) (Fragment)",ACVR1,"Homo sapiens (Human)",1
17112,Q2TTR7,Q2TTR7_HUMAN,unreviewed,"Receptor protein-tyrosine kinase (EC 2.7.10.1)",0,"Homo sapiens (Human)",1
16689,Q59F17,Q59F17_HUMAN,unreviewed,"Receptor protein-tyrosine kinase (EC 2.7.10.1) (Fragment)",0,"Homo sapiens (Human)",1
17138,Q59FT4,Q59FT4_HUMAN,unreviewed,"Receptor protein-tyrosine kinase (EC 2.7.10.1) (Fragment)",0,"Homo sapiens (Human)",1
17232,Q0IJ44,Q0IJ44_HUMAN,unreviewed,"Receptor protein-tyrosine kinase (EC 2.7.10.1) (Fragment)",FGFR3,"Homo sapiens (Human)",1
17852,Q59FM9,Q59FM9_HUMAN,unreviewed,"Receptor protein-tyrosine kinase (EC 2.7.10.1) (Fragment)",0,"Homo sapiens (Human)",1
21864,J3KTI5,J3KTI5_HUMAN,unreviewed,"Receptor tyrosine-protein kinase erbB-2 (Fragment)",ERBB2,"Homo sapiens (Human)",1
23671,O00559,RCAS1_HUMAN,reviewed,"Receptor-binding cancer antigen expressed on SiSo cells (Cancer-associated surface antigen RCAS1) (Estrogen receptor-binding fragment-associated gene 9 protein)","EBAG9 RCAS1","Homo sapiens (Human)",1
19591,Q14D33,RTP5_HUMAN,reviewed,"Receptor-transporting protein 5 (3CxxC-type zinc finger protein 5) (CXXC-type zinc finger protein 11)","RTP5 C2orf85 CXXC11 Z3CXXC5","Homo sapiens (Human)",1
20061,A0A075B788,A0A075B788_HUMAN,unreviewed,"Receptor-type tyrosine-protein phosphatase C",PTPRC,"Homo sapiens (Human)",1
22617,E9PKH0,E9PKH0_HUMAN,unreviewed,"Receptor-type tyrosine-protein phosphatase C (Fragment)",PTPRC,"Homo sapiens (Human)",1
21138,S4R2Y5,S4R2Y5_HUMAN,unreviewed,"Receptor-type tyrosine-protein phosphatase epsilon",PTPRE,"Homo sapiens (Human)",1
18971,Q9UDA9,PTPRJ_HUMAN,reviewed,"Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta) (EC 3.1.3.48) (Density-enhanced phosphatase 1) (DEP-1) (HPTP eta) (Protein-tyrosine phosphatase receptor type J) (R-PTP-J) (CD antigen CD148)","PTPRJ DEP1","Homo sapiens (Human)",1
22561,Q9HD43,PTPRH_HUMAN,reviewed,"Receptor-type tyrosine-protein phosphatase H (R-PTP-H) (EC 3.1.3.48) (Stomach cancer-associated protein tyrosine phosphatase 1) (SAP-1) (Transmembrane-type protein-tyrosine phosphatase type H)","PTPRH SAP1","Homo sapiens (Human)",1
20108,Q5TG12,Q5TG12_HUMAN,unreviewed,"Receptor-type tyrosine-protein phosphatase kappa",PTPRK,"Homo sapiens (Human)",1
21102,E7EM83,E7EM83_HUMAN,unreviewed,"Receptor-type tyrosine-protein phosphatase N2",PTPRN2,"Homo sapiens (Human)",1
20111,A0A0A0MR60,A0A0A0MR60_HUMAN,unreviewed,"Receptor-type tyrosine-protein phosphatase S",PTPRS,"Homo sapiens (Human)",1
21959,G8JL96,G8JL96_HUMAN,unreviewed,"Receptor-type tyrosine-protein phosphatase S",PTPRS,"Homo sapiens (Human)",1
18457,O14522,PTPRT_HUMAN,reviewed,"Receptor-type tyrosine-protein phosphatase T (R-PTP-T) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase rho) (RPTP-rho)","PTPRT KIAA0283","Homo sapiens (Human)",1
18980,Q9UDQ2,RELN_HUMAN,reviewed,"Reelin (EC 3.4.21.-)",RELN,"Homo sapiens (Human)",1
20154,E5RGM0,E5RGM0_HUMAN,unreviewed,"Regulating synaptic membrane exocytosis protein 1 (Fragment)",RIMS1,"Homo sapiens (Human)",1
19001,Q9H426,RIMS4_HUMAN,reviewed,"Regulating synaptic membrane exocytosis protein 4 (RIM4 gamma) (Rab3-interacting molecule 4) (RIM 4)","RIMS4 C20orf190","Homo sapiens (Human)",1
21521,K7EP82,K7EP82_HUMAN,unreviewed,"Regulation of nuclear pre-mRNA domain-containing protein 1A (Fragment)",RPRD1A,"Homo sapiens (Human)",1
18871,Q16269,RCC1_HUMAN,reviewed,"Regulator of chromosome condensation (Cell cycle regulatory protein) (Chromosome condensation protein 1)","RCC1 CHC1","Homo sapiens (Human)",1
21573,C9JW69,C9JW69_HUMAN,unreviewed,"Regulator of chromosome condensation (Fragment)",RCC1,"Homo sapiens (Human)",1
21215,O14924,RGS12_HUMAN,reviewed,"Regulator of G-protein signaling 12 (RGS12)",RGS12,"Homo sapiens (Human)",1
19327,P41220,RGS2_HUMAN,reviewed,"Regulator of G-protein signaling 2 (RGS2) (Cell growth-inhibiting gene 31 protein) (G0/G1 switch regulatory protein 8)","RGS2 G0S8 GIG31","Homo sapiens (Human)",1
18532,Q2M5E4,RGS21_HUMAN,reviewed,"Regulator of G-protein signaling 21 (RGS21)",RGS21,"Homo sapiens (Human)",1
17092,Q8NE09,RGS22_HUMAN,reviewed,"Regulator of G-protein signaling 22 (RGS22)",RGS22,"Homo sapiens (Human)",1
17610,P49796,RGS3_HUMAN,reviewed,"Regulator of G-protein signaling 3 (RGP3) (RGS3)",RGS3,"Homo sapiens (Human)",1
21662,O15539,RGS5_HUMAN,reviewed,"Regulator of G-protein signaling 5 (RGS5)",RGS5,"Homo sapiens (Human)",1
19570,P57771,RGS8_HUMAN,reviewed,"Regulator of G-protein signaling 8 (RGS8)",RGS8,"Homo sapiens (Human)",1
21451,O75916,RGS9_HUMAN,reviewed,"Regulator of G-protein signaling 9 (RGS9)",RGS9,"Homo sapiens (Human)",1
19642,A5PLK6,RGSL_HUMAN,reviewed,"Regulator of G-protein signaling protein-like","RGSL1 RGSL RGSL2","Homo sapiens (Human)",1
21063,B7Z7N5,B7Z7N5_HUMAN,unreviewed,"Regulator of G-protein-signaling 6 (cDNA FLJ53896, highly similar to Regulator of G-protein signaling 6)",RGS6,"Homo sapiens (Human)",1
20859,Q5T3H5,Q5T3H5_HUMAN,unreviewed,"Regulator of G-protein-signaling 7 (Fragment)",RGS7,"Homo sapiens (Human)",1
21717,H0YAP5,H0YAP5_HUMAN,unreviewed,"Regulator of microtubule dynamics protein 1 (Fragment)",RMDN1,"Homo sapiens (Human)",1
17289,Q96LZ7,RMD2_HUMAN,reviewed,"Regulator of microtubule dynamics protein 2 (RMD-2) (hRMD-2) (Protein FAM82A1)","RMDN2 FAM82A FAM82A1 BLOCK18 UNQ9371/PRO34163","Homo sapiens (Human)",1
21089,H0YLG5,H0YLG5_HUMAN,unreviewed,"Regulator of microtubule dynamics protein 3 (Fragment)",RMDN3,"Homo sapiens (Human)",1
20437,D6RA96,D6RA96_HUMAN,unreviewed,"Regulator of telomere elongation helicase 1 (EC 3.6.4.12)","RTEL1-TNFRSF6B RTEL1","Homo sapiens (Human)",1
17581,Q9NZ71,RTEL1_HUMAN,reviewed,"Regulator of telomere elongation helicase 1 (EC 3.6.4.12) (Novel helicase-like)","RTEL1 C20orf41 KIAA1088 NHL","Homo sapiens (Human)",1
18037,Q71U02,Q71U02_HUMAN,unreviewed,"Regulatory myosin light chain long version",0,"Homo sapiens (Human)",1
23388,I3L436,I3L436_HUMAN,unreviewed,"Regulatory-associated protein of mTOR (Fragment)",RPTOR,"Homo sapiens (Human)",1
23405,K7ENG6,K7ENG6_HUMAN,unreviewed,"RelA-associated inhibitor (Fragment)",PPP1R13L,"Homo sapiens (Human)",1
18095,Q8WXD0,RXFP2_HUMAN,reviewed,"Relaxin receptor 2 (G-protein coupled receptor 106) (G-protein coupled receptor affecting testicular descent) (Leucine-rich repeat-containing G-protein coupled receptor 8) (Relaxin family peptide receptor 2)","RXFP2 GPR106 GREAT LGR8","Homo sapiens (Human)",1
21383,Q8TDU9,RL3R2_HUMAN,reviewed,"Relaxin-3 receptor 2 (RLN3 receptor 2) (G-protein coupled receptor 100) (G-protein coupled receptor GPCR142) (Insulin-like peptide INSL5 receptor) (Relaxin family peptide receptor 4)","RXFP4 GPR100 RLN3R2","Homo sapiens (Human)",1
22049,D6RBN9,D6RBN9_HUMAN,unreviewed,"RELT-like protein 1 (Fragment)",RELL1,"Homo sapiens (Human)",1
18637,Q8NC24,RELL2_HUMAN,reviewed,"RELT-like protein 2","RELL2 C5orf16 UNQ9423/PRO34565","Homo sapiens (Human)",1
21779,H7C306,H7C306_HUMAN,unreviewed,"Remodeling and spacing factor 1 (Fragment)",RSF1,"Homo sapiens (Human)",1
22251,Q59GW7,Q59GW7_HUMAN,unreviewed,"Replication factor C 5 isoform 1 variant (Fragment)",0,"Homo sapiens (Human)",1
22153,A0A087WVY3,A0A087WVY3_HUMAN,unreviewed,"Replication factor C subunit 2",RFC2,"Homo sapiens (Human)",1
21576,H7C5P4,H7C5P4_HUMAN,unreviewed,"Replication factor C subunit 2 (Fragment)",RFC2,"Homo sapiens (Human)",1
23805,H7C5A0,H7C5A0_HUMAN,unreviewed,"Replication factor C subunit 2 (Fragment)",RFC2,"Homo sapiens (Human)",1
24039,H7C596,H7C596_HUMAN,unreviewed,"Replication factor C subunit 2 (Fragment)",RFC2,"Homo sapiens (Human)",1
23505,C9J8M3,C9J8M3_HUMAN,unreviewed,"Replication factor C subunit 4 (Fragment)",RFC4,"Homo sapiens (Human)",1
20938,Q5TEJ0,Q5TEJ0_HUMAN,unreviewed,"Replication protein A 32 kDa subunit (Fragment)",RPA2,"Homo sapiens (Human)",1
20008,I3L4R8,I3L4R8_HUMAN,unreviewed,"Replication protein A 70 kDa DNA-binding subunit (Fragment)",RPA1,"Homo sapiens (Human)",1
23933,Q8N4K4,RPRML_HUMAN,reviewed,"Reprimo-like protein",RPRML,"Homo sapiens (Human)",1
20037,A0A0A0MTQ4,A0A0A0MTQ4_HUMAN,unreviewed,"Repulsive guidance molecule A",RGMA,"Homo sapiens (Human)",1
19364,Q96B86,RGMA_HUMAN,reviewed,"Repulsive guidance molecule A (RGM domain family member A)","RGMA RGM","Homo sapiens (Human)",1
18253,Q6IBJ7,Q6IBJ7_HUMAN,unreviewed,"RER1 protein",RER1,"Homo sapiens (Human)",1
19065,O75678,RFPL2_HUMAN,reviewed,"Ret finger protein-like 2 (RING finger protein 79)","RFPL2 RNF79","Homo sapiens (Human)",1
23226,Q9BSG5,RTBDN_HUMAN,reviewed,Retbindin,RTBDN,"Homo sapiens (Human)",1
18017,B7Z8W8,B7Z8W8_HUMAN,unreviewed,Reticulon,0,"Homo sapiens (Human)",1
22210,B7Z3E3,B7Z3E3_HUMAN,unreviewed,Reticulon,0,"Homo sapiens (Human)",1
23615,H7C106,H7C106_HUMAN,unreviewed,"Reticulon (Fragment)",RTN4,"Homo sapiens (Human)",1
17869,Q7L7Q5,RTN4_HUMAN,reviewed,"Reticulon-4 (Foocen) (Neurite outgrowth inhibitor) (Nogo protein) (Neuroendocrine-specific protein) (NSP) (Neuroendocrine-specific protein C homolog) (RTN-x) (Reticulon-5)","RTN4 KIAA0886 NOGO My043 SP1507","Homo sapiens (Human)",1
